filename,b'A',b'B',b'C',b'D',b'E',b'F',b'G',b'H',b'I',b'J',b'K',b'L',b'M',b'S',b'Z'
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170508v30001.nc,0,0,0,0,0,0,0,0,0,0,171,0,0,3,1266
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170803v30001.nc,0,0,0,0,0,0,0,0,0,0,55,0,0,0,123
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170404v30001.nc,0,0,0,0,0,0,0,0,0,0,200,0,0,0,1240
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170709v30001.nc,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1327
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170706v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170716v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2017/WTDF_20170414v30001.nc,0,0,0,0,0,0,0,0,0,0,957,0,0,0,483
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091117v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090624v30001.nc,0,0,0,0,0,0,0,0,0,894,7,0,0,8,531
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091118v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090322v30001.nc,0,0,0,0,0,0,0,0,0,0,94,0,0,0,1346
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090415v30001.nc,0,0,0,0,0,0,0,0,0,0,31,0,0,1,1408
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090812v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090708v30001.nc,0,33,0,0,0,0,0,0,0,548,637,0,0,0,222
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090405v30001.nc,0,0,0,0,0,0,0,0,0,0,63,0,0,1,1376
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090707v30001.nc,0,0,0,0,0,0,0,0,0,387,907,0,0,0,146
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091004v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090506v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090614v30001.nc,0,0,0,0,0,0,0,0,0,150,0,0,0,0,1290
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090911v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090402v30001.nc,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1369
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090805v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091110v30001.nc,0,0,0,0,0,0,0,0,0,0,430,0,0,0,1010
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090623v30001.nc,0,0,0,0,0,0,0,0,0,889,54,0,0,15,482
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090325v30001.nc,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1327
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090710v30001.nc,0,0,0,0,0,0,0,0,0,0,263,0,0,0,1177
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090929v30001.nc,0,0,0,0,0,0,0,0,0,0,76,0,0,0,1364
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090815v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090422v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090226v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090613v30001.nc,0,0,0,0,0,0,0,0,0,0,444,0,0,0,996
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090825v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091003v30001.nc,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1362
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090305v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090501v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090508v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090507v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091005v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090303v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090615v30001.nc,0,0,0,0,0,0,0,0,0,1096,108,0,0,4,197
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090414v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090323v30001.nc,0,0,0,0,0,0,0,0,0,0,131,0,0,1,1308
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090625v30001.nc,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091116v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090813v30001.nc,0,0,0,0,0,0,0,0,0,0,442,0,0,0,998
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090706v30001.nc,0,0,0,0,0,0,0,0,0,0,609,0,0,2,829
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090404v30001.nc,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1416
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090709v30001.nc,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1330
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091109v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090930v30001.nc,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1424
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090612v30001.nc,0,0,0,0,0,0,0,0,0,0,41,0,0,0,386
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090228v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1314
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090227v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090304v30001.nc,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1430
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091002v30001.nc,0,0,0,0,0,0,0,0,0,0,238,0,0,0,1202
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090908v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090403v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090701v30001.nc,0,0,0,0,0,0,0,0,0,751,311,0,0,0,378
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091022v30001.nc,0,0,0,0,0,0,0,0,0,0,121,0,0,0,1319
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090711v30001.nc,0,0,0,0,0,0,0,0,0,0,807,0,0,0,633
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090324v30001.nc,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1397
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090622v30001.nc,0,0,0,0,0,0,0,0,0,825,615,0,0,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091111v30001.nc,0,0,0,0,0,0,0,0,0,0,414,0,0,1,1025
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090814v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090928v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090807v30001.nc,0,0,0,0,0,0,0,0,0,0,136,0,0,0,1304
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090808v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090702v30001.nc,0,0,0,0,0,0,0,0,0,146,692,0,0,0,602
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090817v30001.nc,0,0,0,0,0,0,0,0,0,0,5,0,0,0,694
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091021v30001.nc,0,0,0,0,0,0,0,0,0,0,194,0,0,0,1246
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090621v30001.nc,0,0,0,0,0,0,0,0,0,595,845,0,0,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091112v30001.nc,0,0,0,0,0,0,0,0,0,0,574,0,0,1,865
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090828v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090827v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090318v30001.nc,0,0,0,0,0,0,0,0,0,222,0,0,0,0,1218
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090420v30001.nc,0,0,0,0,0,0,0,0,0,88,0,0,0,1,1351
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090317v30001.nc,0,0,0,0,0,0,0,0,0,473,0,0,0,0,183
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090503v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090430v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090307v30001.nc,0,0,0,0,0,0,0,0,0,0,655,0,0,2,783
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091001v30001.nc,0,0,0,0,0,0,0,0,0,0,305,0,0,1,1134
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090308v30001.nc,0,0,0,0,0,0,0,0,0,209,179,0,0,1,1051
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090810v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090923v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091029v30001.nc,0,0,0,0,0,0,0,0,0,0,272,0,0,0,1168
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090417v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090320v30001.nc,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1381
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090418v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090629v30001.nc,0,0,0,0,0,0,0,0,0,0,591,0,0,6,843
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090626v30001.nc,0,0,0,0,0,0,0,0,0,566,355,0,0,4,515
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091115v30001.nc,0,0,0,0,0,0,0,0,0,0,307,0,0,0,1133
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090408v30001.nc,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1414
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090705v30001.nc,0,0,0,0,0,0,0,0,0,466,973,0,0,0,1
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090830v30001.nc,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1430
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090504v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091006v30001.nc,0,0,0,0,0,0,0,0,0,0,434,0,0,0,1006
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090913v30001.nc,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1219
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090619v30001.nc,0,0,0,0,0,0,0,0,0,509,202,0,0,0,729
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090616v30001.nc,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091019v30001.nc,0,0,0,0,0,0,0,0,0,0,7,0,0,1,786
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090428v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090826v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090421v30001.nc,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1423
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090319v30001.nc,0,0,0,0,0,0,0,0,0,0,324,0,0,0,1116
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090309v30001.nc,0,0,0,0,0,0,0,0,0,0,84,0,0,1,1355
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090306v30001.nc,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1388
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090502v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090809v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090806v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090630v30001.nc,0,0,0,0,0,0,0,0,0,260,581,0,0,35,564
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091030v30001.nc,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1407
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090703v30001.nc,0,14,0,0,0,0,0,0,0,488,593,0,0,0,345
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090401v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090816v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091113v30001.nc,0,0,0,0,0,0,0,0,0,0,473,0,0,0,967
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090620v30001.nc,0,0,0,0,0,0,0,0,0,271,361,0,0,0,808
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090326v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091020v30001.nc,0,0,0,0,0,0,0,0,0,0,467,0,0,0,973
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090505v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090912v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090429v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090617v30001.nc,0,0,0,0,0,0,0,0,0,409,410,0,0,1,620
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090618v30001.nc,0,0,0,0,0,0,0,0,0,656,195,0,0,0,580
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090922v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090811v30001.nc,0,0,0,0,0,0,0,0,0,0,626,0,0,0,814
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091114v30001.nc,0,0,0,0,0,0,0,0,0,0,281,0,0,5,1152
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090627v30001.nc,0,0,0,0,0,0,0,0,0,662,613,0,0,0,165
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090628v30001.nc,0,0,0,0,0,0,0,0,0,303,1131,0,0,0,6
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090419v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091027v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090321v30001.nc,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1427
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090416v30001.nc,0,0,0,0,0,0,0,0,0,0,306,0,0,1,1133
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20091028v30001.nc,0,0,0,0,0,0,0,0,0,0,185,0,0,0,1255
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090331v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090704v30001.nc,0,51,0,0,0,0,0,0,0,536,852,0,0,0,1
/Net/samosproc/data/public/research/WTDF/2009/WTDF_20090409v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101014v30001.nc,0,0,0,0,0,0,0,0,0,0,490,0,0,0,950
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100727v30001.nc,0,0,0,0,0,0,0,0,0,0,7,0,0,0,728
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100728v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100822v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100911v30001.nc,0,0,0,0,0,0,0,0,0,0,194,0,0,1,1245
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100302v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101004v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100405v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100802v30001.nc,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1389
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101117v30001.nc,0,0,0,0,0,0,0,0,0,0,132,0,0,4,1304
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101118v30001.nc,0,0,0,0,0,0,0,0,0,0,241,0,0,0,1199
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100322v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100718v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100415v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100921v30001.nc,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1416
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100730v30001.nc,0,0,0,0,0,0,0,0,0,0,567,0,0,0,827
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101003v30001.nc,0,0,0,0,0,0,0,0,0,0,49,0,0,1,1390
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100305v30001.nc,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1402
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101130v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100501v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1438
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100909v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100422v30001.nc,0,0,0,0,0,0,0,0,0,0,166,0,0,0,1274
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101013v30001.nc,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1434
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100720v30001.nc,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1354
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100825v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100916v30001.nc,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1340
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100919v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101212v30001.nc,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1010
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100929v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100815v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101202v30001.nc,0,0,0,0,0,0,0,0,0,0,130,0,0,2,1308
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100402v30001.nc,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1327
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100805v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100404v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100803v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100414v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100323v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100719v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100716v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101116v30001.nc,0,0,0,0,0,0,0,0,0,0,145,0,0,0,1295
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100813v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100920v30001.nc,0,0,0,0,0,0,0,0,0,0,454,0,0,1,985
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100729v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100726v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100910v30001.nc,0,0,0,0,0,0,0,0,0,0,130,0,0,2,1308
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101005v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1439
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100303v30001.nc,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1391
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100324v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100413v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100814v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100928v30001.nc,0,0,0,0,0,0,0,0,0,0,95,0,0,0,1345
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100927v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100403v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101203v30001.nc,0,0,0,0,0,0,0,0,0,0,345,0,0,0,997
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101101v30001.nc,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1432
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100804v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100304v30001.nc,0,0,0,0,0,0,0,0,0,0,144,0,0,4,1292
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101002v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100731v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100907v30001.nc,0,0,0,0,0,0,0,0,0,0,14,0,0,0,315
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100908v30001.nc,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1394
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100228v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100227v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100721v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20101012v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
/Net/samosproc/data/public/research/WTDF/2010/WTDF_20100918v30001.nc,0,0,0,0,0,0,0,0,0,0,195,0,0,0,1245
